Timestamp,Average
2025-06-01 00:00:00,50.56289409862569
2025-06-01 01:00:00,49.9398034398034
2025-06-01 02:00:00,49.4572127139364
2025-06-01 03:00:00,50.18157267672752
2025-06-01 04:00:00,48.61149619611155
2025-06-01 05:00:00,50.712243221035315
2025-06-01 06:00:00,50.73916598528206
2025-06-01 07:00:00,49.316436251920116
2025-06-01 08:00:00,49.94882400648825
2025-06-01 09:00:00,49.063381478334755
2025-06-01 10:00:00,49.05221088435379
2025-06-01 11:00:00,48.2984861227922
2025-06-01 12:00:00,50.05874587458747
2025-06-01 13:00:00,49.88291630716132
2025-06-01 14:00:00,49.40620017714797
2025-06-01 15:00:00,49.18583545377446
2025-06-01 16:00:00,49.87046714172608
2025-06-01 17:00:00,52.196010638297864
2025-06-01 18:00:00,49.349594155844116
2025-06-01 19:00:00,49.818575063613245
2025-06-01 20:00:00,49.80594732370432
2025-06-01 21:00:00,50.50521367521367
2025-06-01 22:00:00,50.07790994052672
2025-06-01 23:00:00,49.49576271186437
2025-06-02 00:00:00,51.99873631002535
2025-06-02 01:00:00,48.88351063829786
2025-06-02 02:00:00,49.66329113924056
2025-06-02 03:00:00,51.58462852263028
2025-06-02 04:00:00,50.433222866611395
2025-06-02 05:00:00,49.70659150043367
2025-06-02 06:00:00,50.365477178423326
2025-06-02 07:00:00,49.10131904369334
2025-06-02 08:00:00,48.982107023411366
2025-06-02 09:00:00,49.96267206477729
2025-06-02 10:00:00,49.44695723684214
2025-06-02 11:00:00,48.77104149026247
2025-06-02 12:00:00,48.57651888341548
2025-06-02 13:00:00,51.63597063621527
2025-06-02 14:00:00,50.501952461799775
2025-06-02 15:00:00,51.11084128360798
2025-06-02 16:00:00,50.17005887300243
2025-06-02 17:00:00,50.228146853146825
2025-06-02 18:00:00,50.44139966273182
2025-06-02 19:00:00,50.84066213921899
2025-06-02 20:00:00,49.80513489991301
2025-06-02 21:00:00,51.7479802143446
2025-06-02 22:00:00,49.19779346866726
2025-06-02 23:00:00,50.24088159031979
2025-06-03 00:00:00,49.667493356952995
2025-06-03 01:00:00,49.46441102756892
2025-06-03 02:00:00,49.759910313901415
2025-06-03 03:00:00,47.95741507870753
2025-06-03 04:00:00,49.029975020815996
2025-06-03 05:00:00,49.193588676103225
2025-06-03 06:00:00,49.55777027027019
2025-06-03 07:00:00,50.56185737976792
2025-06-03 08:00:00,49.05319327731092
2025-06-03 09:00:00,50.99065495207672
2025-06-03 10:00:00,50.00529461998287
2025-06-03 11:00:00,50.68336148648645
2025-06-03 12:00:00,50.14237288135593
2025-06-03 13:00:00,49.93273615635178
2025-06-03 14:00:00,48.11893004115224
2025-06-03 15:00:00,50.24065544729845
2025-06-03 16:00:00,49.69168053244593
2025-06-03 17:00:00,48.66943972835313
2025-06-03 18:00:00,50.11922442244221
2025-06-03 19:00:00,50.238480801335584
2025-06-03 20:00:00,51.05461604831753
2025-06-03 21:00:00,50.730717863105106
2025-06-03 22:00:00,49.15025906735756
2025-06-03 23:00:00,49.9321608040201
2025-06-04 00:00:00,49.372290209790194
2025-06-04 01:00:00,51.118902439024346
2025-06-04 02:00:00,51.119277108433806
2025-06-04 03:00:00,50.996706081081
2025-06-04 04:00:00,50.261185983827495
2025-06-04 05:00:00,50.2396666666667
2025-06-04 06:00:00,50.28643639427122
2025-06-04 07:00:00,49.4912897822446
2025-06-04 08:00:00,49.13574397339983
2025-06-04 09:00:00,51.76125309150868
2025-06-04 10:00:00,49.53461883408066
2025-06-04 11:00:00,50.09693200663349
2025-06-04 12:00:00,50.16193771626294
2025-06-04 13:00:00,48.50135891286969
2025-06-04 14:00:00,48.74784482758614
2025-06-04 15:00:00,50.43439153439153
2025-06-04 16:00:00,50.311192810457555
2025-06-04 17:00:00,50.20690537084396
2025-06-04 18:00:00,50.29577345731196
2025-06-04 19:00:00,51.16551168412582
2025-06-04 20:00:00,50.51736887360278
2025-06-04 21:00:00,50.06540404040408
2025-06-04 22:00:00,49.92104377104379
2025-06-04 23:00:00,48.66642036124788
2025-06-05 00:00:00,48.512121212121194
2025-06-05 01:00:00,48.97819614711024
2025-06-05 02:00:00,50.6751504729149
2025-06-05 03:00:00,50.552815699658765
2025-06-05 04:00:00,50.25804020100503
2025-06-05 05:00:00,49.67833904109592
2025-06-05 06:00:00,49.557056798623044
2025-06-05 07:00:00,48.91421608448402
2025-06-05 08:00:00,50.324775143090775
2025-06-05 09:00:00,49.70825763831539
2025-06-05 10:00:00,50.51481481481485
